tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00197100,-283038493.82352942,-22791025.55147059,-284021723.93382353
0.00197250,-282872364.90808821,-22276314.88970588,-283548345.03676468
0.00197400,-282706965.56985295,-21754563.23529412,-283081415.07352942
0.00197550,-282539588.87867647,-21226234.57720588,-282620231.30514705
0.00197700,-282373651.58088237,-20691817.27941176,-282164629.02573532
0.00197850,-282205579.04411763,-20151429.41176471,-281713821.87500000
0.00198000,-282038469.66911763,-19605236.89338235,-281270003.12500000
0.00198150,-281870455.25735295,-19054345.82720588,-280831217.55514705
0.00198300,-281700547.05882353,-18497427.75735294,-280398494.74264705
0.00198450,-281532406.63602942,-17936674.24632353,-279971507.16911763
0.00198600,-281363145.56985295,-17371078.12500000,-279550083.08823532
0.00198750,-281193707.37132353,-16801137.07720588,-279134412.68382353
0.00198900,-281023626.78308821,-16227364.33823529,-278725324.35661763
0.00199050,-280852101.39705884,-15651600.55147059,-278321463.18014705
0.00199200,-280681136.58088237,-15071388.60294118,-277923972.97794116
0.00199350,-280510317.95955884,-14488694.48529412,-277531577.46323532
0.00199500,-280338175.84558821,-13903570.49632353,-277145235.77205884
0.00199650,-280164582.61029410,-13316619.46691176,-276764817.37132353
0.00199800,-279990038.78676468,-12727841.72794118,-276389529.24632353
0.00199950,-279816271.01102942,-12138307.35294118,-276019063.21691179
0.00200100,-279641021.43382353,-11547683.82352941,-275655715.18382353
0.00200250,-279464995.27573532,-10956184.90808824,-275295994.66911763
0.00200400,-279288258.67647058,-10363981.80147059,-274942633.89705884
0.00200550,-279110777.38970590,-9772557.00919118,-274594231.43382353
0.00200700,-278931404.59558821,-9180946.61764706,-274250021.87500000
0.00200850,-278751153.67647058,-8591149.85294118,-273912042.11397058
0.00201000,-278570944.30147058,-8001638.47426471,-273577963.19852942
0.00201150,-278388712.70220590,-7414848.21691176,-273248362.29779410
0.00201300,-278206256.61764705,-6827807.94117647,-272923445.69852942
0.00201450,-278022083.17830884,-6245147.18750000,-272603755.51470590
0.00201600,-277835879.52205884,-5664130.88235294,-272287195.69852942
0.00201750,-277649563.18014705,-5086154.96323529,-271976354.92647058
0.00201900,-277462078.86029410,-4510953.30882353,-271668018.19852942
0.00202050,-277271927.79411763,-3939743.01470588,-271363760.93750000
0.00202200,-277081697.40808821,-3372467.64705882,-271064343.97058821
0.00202350,-276888115.64338237,-2808883.38235294,-270767258.63970590
0.00202500,-276694590.16544116,-2249951.76470588,-270476096.48897058
0.00202650,-276499541.93014705,-1696201.06617647,-270186584.50367647
0.00202800,-276302169.94485295,-1146662.86764706,-269900406.36029410
0.00202950,-276103432.53676468,-603404.92647059,-269617738.97058821
0.00203100,-275902802.86764705,-65479.22794118,-269337635.16544116
0.00203250,-275701577.94117647,467055.33088235,-269060135.79044116
0.00203400,-275496797.79227942,992631.85661765,-268787325.23897058
0.00203550,-275291149.08088237,1511332.53676471,-268515073.47426468
0.00203700,-275084862.81250000,2023890.91911765,-268247801.32352942
0.00203850,-274875516.67279410,2529617.18750000,-267981242.27941176
0.00204000,-274664686.39705884,3027622.07720588,-267717282.35294119
0.00204150,-274452122.40808821,3518713.41911765,-267456099.43014705
0.00204300,-274237878.51102942,4002054.04411765,-267196802.20588234
0.00204450,-274021426.08455884,4477084.14338235,-266939690.99264705
0.00204600,-273804473.16176468,4944275.38235294,-266685107.61029410
0.00204750,-273583868.38235295,5403280.42279412,-266432096.32352942
0.00204900,-273362623.98713237,5853254.96323529,-266180574.81617647
0.00205050,-273139035.11029410,6295609.92647059,-265932017.09558824
0.00205200,-272914602.20588237,6727820.79044118,-265683849.28308824
0.00205350,-272688272.50000000,7151313.97058824,-265438427.02205881
0.00205500,-272460511.59926468,7565380.69852941,-265193627.94117647
0.00205650,-272230411.98529410,7970336.19669118,-264950863.05147058
0.00205800,-271999336.19485295,8365226.74632353,-264709053.32720590
0.00205950,-271766370.22058821,8751009.92647059,-264469422.61029410
0.00206100,-271532663.62132353,9127170.22058824,-264229729.50367647
0.00206250,-271297263.56617647,9492223.91544118,-263992044.48529410
0.00206400,-271059718.93382353,9848103.49264706,-263755404.59558824
0.00206550,-270821699.81617647,10193303.67647059,-263520389.46691176
0.00206700,-270582658.36397058,10528409.55882353,-263285004.66911766
0.00206850,-270342416.36029410,10852811.04779412,-263051828.51102942
0.00207000,-270100712.61029410,11166797.24264706,-262819745.69852942
0.00207150,-269859335.66176468,11470034.37500000,-262587291.08823529
0.00207300,-269616429.22794116,11763615.80882353,-262356382.90441176
0.00207450,-269372698.89705884,12045957.35294118,-262126677.20588234
0.00207600,-269127522.24264705,12317108.82352941,-261896411.08455881
0.00207750,-268883169.11764705,12577022.20588235,-261666808.23529410
0.00207900,-268638194.37500000,12827102.38970588,-261438211.21323529
0.00208050,-268391872.24264705,13065763.95220588,-261210303.75000000
0.00208200,-268147476.23161766,13292693.01470588,-260982881.08455881
0.00208350,-267901438.69485295,13510188.66544118,-260755143.69485295
0.00208500,-267656217.86580881,13716973.71323529,-260527805.88235295
0.00208650,-267410555.44669119,13911826.65441176,-260300529.77941176
0.00208800,-267166232.35294119,14095572.97794118,-260074624.35661766
0.00208950,-266922094.11764705,14269370.90073529,-259846486.21323529
0.00209100,-266677621.13970590,14431871.50735294,-259619914.33823529
0.00209250,-266434792.51838234,14584077.73897059,-259392583.21691176
0.00209400,-266193875.55147058,14725145.40441176,-259164643.98897058
0.00209550,-265952554.04411766,14856375.07352941,-258937356.10661766
0.00209700,-265712804.09926471,14975800.86397059,-258708555.51470590
0.00209850,-265474855.14705881,15086139.15441176,-258481296.06617647
0.00210000,-265236461.85661766,15184690.36764706,-258251471.12132353
0.00210150,-265001790.25735295,15273359.09926471,-258021409.94485295
0.00210300,-264767780.69852942,15352418.19852941,-257790637.05882353
0.00210450,-264535586.06066176,15421275.91911765,-257559378.86029410
0.00210600,-264305535.66176471,15480052.64705882,-257328601.50919119
0.00210750,-264078062.13235295,15527908.63970588,-257096250.64338234
0.00210900,-263853350.82720590,15566382.35294118,-256862164.97058824
0.00211050,-263630181.50735295,15596830.51470588,-256627930.40441176
0.00211200,-263409383.08823529,15616064.52757353,-256392189.37500000
0.00211350,-263192066.30514705,15626906.06617647,-256156599.50367647
0.00211500,-262976363.14338234,15627103.69485294,-255918360.97426471
0.00211650,-262763086.70955881,15619592.42647059,-255679938.05147058
0.00211800,-262553486.76470590,15602390.99264706,-255441473.71323529
0.00211950,-262347087.50000000,15576388.23529412,-255200759.06250000
0.00212100,-262143270.20772058,15541346.94852941,-254959721.32352942
0.00212250,-261943477.75735295,15497541.17647059,-254716966.91176471
0.00212400,-261745799.59558824,15446060.01838235,-254473531.98529410
0.00212550,-261551869.74264705,15385928.86029412,-254229499.41176471
0.00212700,-261361395.82720590,15317196.32352941,-253983421.32352942
0.00212850,-261173986.13235295,15240387.75735294,-253736907.16911766
0.00213000,-260990427.42647058,15155512.86764706,-253490543.78676471
0.00213150,-260810701.47058824,15063048.76838235,-253242023.80514705
0.00213300,-260635158.27205881,14962275.71691176,-252992469.11764705
0.00213450,-260463072.44485295,14855404.52205882,-252743225.55147058
0.00213600,-260294728.86029410,14738901.07352941,-252492739.57720590
0.00213750,-260129810.29411766,14616027.97794118,-252242885.84558824
0.00213900,-259968647.79411766,14485382.07720588,-251992152.57352942
0.00214050,-259812434.19117647,14348579.81617647,-251740725.18382353
0.00214200,-259659945.03676471,14204268.01470588,-251490401.48897058
0.00214350,-259510741.68382353,14051989.66911765,-251237954.66911766
0.00214500,-259367173.16176471,13894224.79779412,-250987944.54044119
0.00214650,-259226373.95220590,13729000.36764706,-250736748.27205881
0.00214800,-259091387.86764705,13556951.43382353,-250487110.03676471
0.00214950,-258959310.97426471,13378889.33823529,-250235986.96691176
0.00215100,-258831525.04779410,13193527.38970588,-249987632.48161766
0.00215250,-258708421.03400734,13001871.26838235,-249739863.89705881
0.00215400,-258589322.05882353,12804851.81985294,-249493087.13235295
0.00215550,-258475107.53676471,12600447.05882353,-249247525.18382353
0.00215700,-258364913.97058824,12389991.54411765,-249003953.49264705
0.00215850,-258258375.82720590,12174699.30147059,-248761851.47058824
0.00216000,-258157633.76838234,11952216.63602941,-248521218.80514705
0.00216150,-258060832.11397058,11723930.97058824,-248283721.06617647
0.00216300,-257968166.45220590,11489916.98529412,-248047073.89705881
0.00216450,-257880027.77573529,11250270.22058824,-247814621.32352942
0.00216600,-257797227.20588234,11004771.69117647,-247583431.23161766
0.00216750,-257716915.53676471,10753322.95955882,-247355735.58823529
0.00216900,-257643148.71323529,10497158.01470588,-247131736.64154410
0.00217050,-257572969.48529410,10235235.66176471,-246910095.05514705
0.00217200,-257507523.71323529,9968219.11764706,-246693649.20955881
0.00217350,-257447268.93382353,9696301.10294118,-246478249.26470590
0.00217500,-257391785.14411762,9418908.78676471,-246268628.30882353
0.00217650,-257340145.47794119,9136346.69117647,-246063231.17647058
0.00217800,-257294344.35661766,8849398.25367647,-245861517.53676471
0.00217950,-257252536.94852942,8556856.70036765,-245665194.35073531
0.00218100,-257215215.80882353,8260560.29411765,-245472864.15441176
0.00218250,-257183269.48529410,7960227.75735294,-245285048.34558824
0.00218400,-257155653.12500000,7654441.36029412,-245102170.95588234
0.00218550,-257132482.72058824,7344940.60294118,-244925575.28125000
0.00218700,-257114691.54411766,7031227.84926471,-244753857.64705881
0.00218850,-257101446.02941176,6713506.98529412,-244586902.50000000
0.00219000,-257093311.02941176,6391727.31617647,-244425632.72058824
0.00219150,-257089870.58823529,6066671.87500000,-244270045.38602942
0.00219300,-257091974.26470590,5738756.30514706,-244119348.89705881
0.00219450,-257097986.30698529,5407121.49944853,-243975988.05147058
0.00219600,-257108921.69117647,5071672.02205882,-243838113.23529410
0.00219750,-257125131.43382353,4733976.28676471,-243705435.31250000
0.00219900,-257145540.47794119,4394069.30147059,-243579218.56617647
0.00220050,-257171559.19117647,4050990.99264706,-243459104.83455881
0.00220200,-257202907.57352942,3705588.44852941,-243344604.08088234
0.00220350,-257239046.32352942,3357636.56250000,-243237236.58088234
0.00220500,-257278364.15441176,3007518.03492647,-243135779.77941176
0.00220650,-257323985.47794119,2656001.47058824,-243039843.80147058
0.00220800,-257374974.54044119,2303084.68750000,-242949364.48529410
0.00220950,-257430099.79779410,1949047.05882353,-242865623.60294119
0.00221100,-257489039.39338234,1592708.50000000,-242788394.85294119
0.00221250,-257553722.24264705,1236161.02941176,-242717294.48529410
0.00221400,-257622866.72794119,878551.69117647,-242651375.03676471
0.00221550,-257695278.30882353,521056.43382353,-242591929.04411766
0.00221700,-257775023.97058824,161983.51102941,-242536506.50735295
0.00221850,-257857528.30882353,-196615.12867647,-242489014.88970590
0.00222000,-257944817.46323529,-555720.47794118,-242445599.41911766
0.00222150,-258036403.71323529,-914208.98897059,-242407429.04411766
0.00222300,-258131375.99264705,-1272025.91911765,-242375325.00000000
0.00222450,-258232654.65073529,-1629358.47426471,-242348102.75735295
0.00222600,-258335203.86029410,-1986748.52941176,-242326730.42279410
0.00222750,-258443209.76102942,-2341947.61029412,-242309400.99264705
0.00222900,-258555747.20220590,-2696815.29411765,-242297172.37132353
0.00223050,-258670284.92647058,-3050292.05882353,-242288364.15441176
0.00223200,-258789182.99632353,-3400956.61764706,-242285793.01470590
0.00223350,-258911702.38970590,-3751519.66911765,-242285844.85661766
0.00223500,-259037798.89705881,-4099601.80147059,-242290886.21323529
0.00223650,-259167034.90808824,-4444747.42647059,-242299107.90441176
0.00223800,-259298507.72058824,-4789457.53676471,-242311093.75000000
0.00223950,-259432891.70955881,-5130170.40441176,-242327316.21323529
0.00224100,-259570869.77941176,-5468753.30882353,-242346188.78676471
0.00224250,-259710931.30514705,-5805602.20588235,-242368847.05882353
0.00224400,-259853462.31617647,-6138883.82352941,-242394181.43382353
0.00224550,-259997865.07352942,-6468193.75000000,-242421815.07352942
0.00224700,-260144301.56250000,-6796314.72426471,-242452689.52205881
0.00224850,-260293046.13970590,-7119962.33455882,-242484252.57352942
0.00225000,-260443139.15441176,-7440126.34191176,-242520090.93750000
0.00225150,-260595055.33088234,-7758014.06250000,-242556910.66176471
0.00225300,-260747704.85294119,-8071214.09926471,-242595291.17647058
0.00225450,-260901600.14889705,-8380885.86397059,-242635408.63970590
0.00225600,-261056609.74264705,-8686278.05147059,-242677552.13235295
0.00225750,-261211627.64705881,-8988749.35661765,-242720014.52205881
0.00225900,-261367868.75000000,-9286592.31617647,-242763726.65441176
0.00226050,-261525183.98897058,-9580558.27205882,-242808164.52205881
0.00226200,-261681960.29411766,-9869650.53308824,-242853612.48161766
0.00226350,-261838426.28676471,-10154845.40441176,-242898497.59191176
0.00226500,-261995151.65441176,-10436105.33088235,-242944634.28308824
0.00226650,-262151864.41176471,-10712507.51838235,-242991247.42647058
0.00226800,-262306969.66911766,-10984539.13602941,-243037418.01470590
0.00226950,-262463180.33088234,-11251167.64705882,-243083853.87867647
0.00227100,-262616375.97426471,-11512954.22794118,-243129655.51470590
0.00227250,-262770134.92647058,-11770292.75735294,-243174307.00367647
0.00227400,-262922170.22058824,-12022032.46323529,-243219504.22794119
0.00227550,-263072978.67647058,-12270599.08088235,-243263697.97794119
0.00227700,-263222470.58823529,-12513146.01102941,-243306298.73161766
0.00227850,-263370272.59191176,-12749591.34191176,-243349368.19852942
0.00228000,-263516415.18382353,-12982109.55882353,-243390181.98529410
0.00228150,-263660618.75000000,-13209202.15073529,-243430938.98529410
0.00228300,-263802130.34926471,-13430288.78676471,-243469452.20588234
0.00228450,-263943178.27205881,-13646639.98161765,-243507285.40441176
0.00228600,-264079993.10661766,-13857545.42279412,-243542663.97058824
0.00228750,-264215165.07352942,-14063102.37132353,-243576923.52941176
0.00228900,-264349056.80147058,-14262700.58823529,-243609991.80147058
0.00229050,-264479384.00735295,-14457893.38235294,-243641671.78308824
0.00229200,-264607486.69117647,-14646195.58823529,-243671093.93382353
0.00229350,-264732652.27941176,-14829427.94117647,-243699335.66176471
0.00229500,-264854832.90441176,-15007139.33823529,-243725144.85294119
0.00229650,-264974059.37500000,-15179279.04411765,-243749820.58823529
0.00229800,-265090838.47426471,-15344569.39338235,-243771704.17279410
0.00229950,-265204529.22794119,-15505187.84926471,-243792609.74264705
0.00230100,-265315054.21323529,-15658986.58088235,-243810502.20588234
0.00230250,-265421967.09558824,-15808079.41176471,-243827085.36764705
0.00230400,-265526147.42647058,-15950879.35661765,-243841197.66544119
0.00230550,-265626866.54411766,-16087455.14705882,-243853157.99632353
